GEO_ID,NAME,B03002_001E,B03002_001M,B03002_002E,B03002_002M,B03002_003E,B03002_003M,B03002_004E,B03002_004M,B03002_005E,B03002_005M,B03002_006E,B03002_006M,B03002_007E,B03002_007M,B03002_008E,B03002_008M,B03002_009E,B03002_009M,B03002_010E,B03002_010M,B03002_011E,B03002_011M,B03002_012E,B03002_012M,B03002_013E,B03002_013M,B03002_014E,B03002_014M,B03002_015E,B03002_015M,B03002_016E,B03002_016M,B03002_017E,B03002_017M,B03002_018E,B03002_018M,B03002_019E,B03002_019M,B03002_020E,B03002_020M,B03002_021E,B03002_021M
1400000US06001407400,"Census Tract 4074, Alameda County, California",4531,627,1354,416,80,46,823,300,0,12,329,219,9,15,0,12,113,118,0,12,113,118,3177,679,398,319,21,30,33,50,8,13,0,12,2518,672,199,146,88,107,111,110
1400000US06001407500,"Census Tract 4075, Alameda County, California",4299,559,1933,416,179,82,1247,358,4,9,278,193,5,10,39,64,181,230,0,12,181,230,2366,467,379,278,7,11,42,50,0,12,0,12,1757,529,181,207,181,207,0,12
1400000US06001407600,"Census Tract 4076, Alameda County, California",6327,817,4302,745,1060,275,2472,586,0,17,526,227,0,17,0,17,244,171,0,17,244,171,2025,627,257,220,24,43,0,17,0,17,0,17,1309,606,435,300,41,48,394,301
1400000US06001407700,"Census Tract 4077, Alameda County, California",4122,362,3454,391,1237,198,1770,310,0,12,206,117,17,19,16,25,208,122,0,12,208,122,668,219,295,186,14,18,0,12,4,8,0,12,237,146,118,109,75,94,43,54
1400000US06001407800,"Census Tract 4078, Alameda County, California",2728,213,2187,208,850,138,645,130,0,12,550,155,3,6,0,12,139,80,9,16,130,76,541,164,255,80,0,12,5,9,7,13,0,12,188,120,86,46,30,28,56,35
1400000US06001407900,"Census Tract 4079, Alameda County, California",2873,273,2632,208,1428,195,530,173,0,12,447,92,2,4,53,62,172,85,0,12,172,85,241,136,80,56,0,12,0,12,9,15,0,12,133,125,19,24,0,12,19,24
1400000US06001408000,"Census Tract 4080, Alameda County, California",2700,164,2363,141,1476,145,250,101,12,21,499,108,2,5,20,28,104,78,0,12,104,78,337,102,176,77,5,8,0,12,0,12,0,12,123,70,33,30,22,28,11,13
1400000US06001408100,"Census Tract 4081, Alameda County, California",6320,502,5684,491,2531,342,1506,374,0,17,1287,206,0,17,0,17,360,168,26,43,334,162,636,192,171,73,0,17,0,17,16,25,0,17,296,160,153,86,85,61,68,65
1400000US06001408200,"Census Tract 4082, Alameda County, California",4570,417,3857,389,834,244,2350,445,35,55,238,99,30,46,0,12,370,204,0,12,370,204,713,279,270,130,25,29,22,34,0,12,0,12,303,238,93,74,55,59,38,39
1400000US06001408300,"Census Tract 4083, Alameda County, California",5047,399,3940,386,1136,204,1877,281,6,9,589,248,61,63,0,17,271,135,0,17,271,135,1107,310,291,195,23,36,14,22,0,17,62,83,622,280,95,82,25,41,70,70
1400000US06001408400,"Census Tract 4084, Alameda County, California",3201,369,1991,429,238,128,1610,444,0,12,52,55,8,12,11,18,72,69,0,12,72,69,1210,409,264,182,10,15,0,12,0,12,13,21,840,356,83,114,40,54,43,60
1400000US06001408500,"Census Tract 4085, Alameda County, California",5977,593,2773,487,144,166,2201,354,1,4,132,187,113,97,27,40,155,146,34,52,121,99,3204,557,127,115,35,55,1,2,0,17,0,17,2893,554,148,98,99,81,49,75
1400000US06001408600,"Census Tract 4086, Alameda County, California",7096,746,3381,647,235,122,2497,555,19,21,302,206,0,17,0,17,328,252,0,17,328,252,3715,823,714,431,29,29,9,14,0,17,0,17,2857,847,106,78,64,55,42,69
1400000US06001408700,"Census Tract 4087, Alameda County, California",7909,629,4344,524,663,254,3312,488,0,17,181,139,0,17,0,17,188,188,0,17,188,188,3565,552,636,375,0,17,21,33,0,17,0,17,2398,682,510,338,145,139,365,351
1400000US06001408800,"Census Tract 4088, Alameda County, California",7149,724,3815,593,387,272,2718,577,0,17,308,156,361,300,0,17,41,42,12,19,29,47,3334,737,340,189,0,17,36,58,0,17,0,17,2866,774,92,80,92,80,0,17
1400000US06001408900,"Census Tract 4089, Alameda County, California",3546,357,1208,206,175,112,759,174,0,12,162,110,35,31,0,12,77,65,0,12,77,65,2338,343,331,158,94,96,0,12,0,12,0,12,1832,319,81,88,42,64,39,61
1400000US06001409000,"Census Tract 4090, Alameda County, California",4687,593,2178,431,94,77,1638,427,0,12,221,145,6,10,52,75,167,200,132,192,35,47,2509,755,346,184,0,12,48,75,0,12,0,12,2074,777,41,44,16,21,25,39
1400000US06001409100,"Census Tract 4091, Alameda County, California",2490,231,1015,226,49,34,694,233,18,27,109,91,0,12,0,12,145,113,0,12,145,113,1475,231,672,310,32,34,108,146,0,12,0,12,609,228,54,56,54,56,0,12
1400000US06001409200,"Census Tract 4092, Alameda County, California",3672,272,1578,151,93,44,1137,143,0,12,240,108,0,12,0,12,108,74,0,12,108,74,2094,272,279,116,34,43,26,27,6,10,0,12,1534,299,215,145,93,95,122,101
1400000US06001409300,"Census Tract 4093, Alameda County, California",5303,623,1847,342,254,137,1305,306,0,17,148,125,27,33,0,17,113,86,13,21,100,85,3456,602,673,334,10,15,0,17,0,17,0,17,2689,650,84,79,33,34,51,70
1400000US06001409400,"Census Tract 4094, Alameda County, California",4780,652,1453,399,216,140,728,254,0,12,443,267,15,24,0,12,51,68,0,12,51,68,3327,571,803,475,72,88,0,12,0,12,0,12,2335,650,117,98,34,40,83,91
1400000US06001409500,"Census Tract 4095, Alameda County, California",4128,347,1450,210,173,95,1032,193,5,8,69,55,83,116,37,46,51,50,0,12,51,50,2678,338,737,244,18,19,100,131,0,12,0,12,1764,353,59,65,59,65,0,12
1400000US06001409600,"Census Tract 4096, Alameda County, California",4978,629,2140,623,159,102,1623,588,11,17,233,209,36,33,54,66,24,30,0,12,24,30,2838,702,358,214,30,45,2,5,0,12,0,12,2378,698,70,42,32,27,38,35
1400000US06001409700,"Census Tract 4097, Alameda County, California",4991,598,2111,347,177,79,1598,303,0,12,94,90,17,25,18,32,207,125,10,16,197,120,2880,526,659,340,0,12,0,12,0,12,9,15,2089,564,123,86,96,71,27,42
1400000US06001409800,"Census Tract 4098, Alameda County, California",3516,512,3076,462,717,250,1944,418,10,15,150,90,0,12,80,89,175,109,0,12,175,109,440,249,208,132,31,48,1,3,135,219,0,12,40,46,25,40,24,40,1,3
1400000US06001409900,"Census Tract 4099, Alameda County, California",3642,402,3347,418,1046,197,1715,326,0,12,265,76,0,12,34,39,287,198,11,17,276,194,295,144,162,96,0,12,11,16,0,12,0,12,38,52,84,77,9,15,75,74
1400000US06001410000,"Census Tract 4100, Alameda County, California",3242,342,2942,382,935,199,1301,282,8,13,158,101,29,43,44,46,467,265,10,16,457,264,300,147,119,117,10,16,0,12,0,12,0,12,67,71,104,87,104,87,0,12
1400000US06001410100,"Census Tract 4101, Alameda County, California",2667,227,2199,198,330,89,1479,187,0,12,129,71,14,14,6,9,241,100,19,27,222,94,468,120,57,38,34,30,0,12,0,12,0,12,260,104,117,87,34,33,83,80
1400000US06001410200,"Census Tract 4102, Alameda County, California",3630,464,2351,408,53,44,2000,345,31,42,104,137,86,127,0,12,77,106,0,12,77,106,1279,358,162,146,179,234,0,12,0,12,0,12,913,395,25,37,0,12,25,37
1400000US06001410300,"Census Tract 4103, Alameda County, California",3857,288,1330,221,83,40,959,200,18,26,121,84,51,78,23,36,75,60,0,12,75,60,2527,288,913,237,7,10,20,29,12,17,0,12,1418,287,157,98,112,87,45,37
1400000US06001410400,"Census Tract 4104, Alameda County, California",4477,388,2341,344,286,102,1505,310,12,17,452,152,0,12,0,12,86,63,0,12,86,63,2136,291,528,205,0,12,111,131,34,34,23,23,1376,353,64,52,46,49,18,21
1400000US06001410500,"Census Tract 4105, Alameda County, California",2705,285,2439,322,403,156,1652,306,7,11,294,149,24,26,7,10,52,34,0,12,52,34,266,196,144,191,11,15,0,12,0,12,0,12,103,97,8,9,4,6,4,6
1400000US06001420100,"Census Tract 4201, Alameda County, California",2440,139,2248,147,1506,149,11,17,10,13,512,89,0,12,0,12,209,68,0,12,209,68,192,84,95,59,0,12,0,12,0,12,0,12,46,31,51,37,14,15,37,29
1400000US06001420200,"Census Tract 4202, Alameda County, California",3332,255,2930,259,1183,202,186,135,18,24,1279,221,0,12,50,49,214,137,0,12,214,137,402,244,139,173,0,12,0,12,0,12,0,12,172,133,91,66,47,42,44,55
1400000US06001420300,"Census Tract 4203, Alameda County, California",4977,454,4196,345,1482,287,196,109,60,43,1987,417,52,53,255,318,164,100,0,12,164,100,781,318,269,178,0,12,0,12,20,32,0,12,411,309,81,64,19,30,62,58
1400000US06001420400,"Census Tract 4204, Alameda County, California",3062,245,2150,236,971,235,37,43,11,17,935,239,13,20,13,20,170,81,0,12,170,81,912,259,327,172,0,12,34,53,0,12,0,12,288,183,263,141,125,72,138,101
1400000US06001420500,"Census Tract 4205, Alameda County, California",2557,188,2271,210,1308,191,138,118,27,26,540,105,0,12,7,10,251,79,0,12,251,79,286,154,56,40,0,12,0,12,5,8,0,12,156,142,69,48,29,41,40,30
1400000US06001420600,"Census Tract 4206, Alameda County, California",3436,239,3036,246,2283,253,12,18,0,12,502,157,19,22,34,42,186,92,0,12,186,92,400,168,195,112,11,18,0,12,0,12,0,12,59,45,135,80,110,85,25,38
1400000US06001421100,"Census Tract 4211, Alameda County, California",2084,124,1961,97,1633,106,36,34,0,12,223,44,7,11,0,12,62,44,0,12,62,44,123,82,105,81,0,12,0,12,0,12,0,12,7,11,11,11,0,12,11,11
1400000US06001421200,"Census Tract 4212, Alameda County, California",3594,175,3446,155,2619,173,48,32,4,6,364,150,0,12,25,37,386,133,0,12,386,133,148,73,107,63,0,12,0,12,0,12,0,12,41,41,0,12,0,12,0,12
1400000US06001421300,"Census Tract 4213, Alameda County, California",3873,275,3731,296,3046,249,58,58,0,12,340,104,8,13,0,12,279,111,7,11,272,113,142,134,60,57,0,12,0,12,0,12,0,12,82,121,0,12,0,12,0,12
1400000US06001421400,"Census Tract 4214, Alameda County, California",1634,135,1529,167,1199,138,30,23,7,9,202,79,4,7,20,29,67,45,0,12,67,45,105,96,29,23,0,12,0,12,9,11,0,12,13,14,54,70,54,70,0,12
1400000US06001421500,"Census Tract 4215, Alameda County, California",3694,223,3519,225,2873,236,95,63,0,12,434,115,11,17,18,21,88,53,0,12,88,53,175,94,65,47,0,12,0,12,0,12,0,12,81,69,29,44,0,12,29,44
1400000US06001421600,"Census Tract 4216, Alameda County, California",3617,228,3473,210,2658,239,112,86,0,12,466,91,20,33,0,12,217,111,0,12,217,111,144,85,98,63,0,12,0,12,0,12,0,12,32,25,14,20,14,20,0,12
1400000US06001421700,"Census Tract 4217, Alameda County, California",3492,279,3169,323,2383,276,23,33,5,8,631,177,0,12,0,12,127,63,0,12,127,63,323,123,146,96,0,12,39,41,0,12,0,12,126,98,12,18,12,18,0,12
1400000US06001421800,"Census Tract 4218, Alameda County, California",2144,136,2079,130,1603,151,31,25,1,4,300,90,0,12,3,5,141,56,0,12,141,56,65,33,53,27,5,7,5,8,0,12,0,12,2,4,0,12,0,12,0,12
1400000US06001421900,"Census Tract 4219, Alameda County, California",4171,365,3726,356,2345,333,223,136,0,12,741,148,7,11,35,33,375,113,23,37,352,112,445,198,290,180,27,40,5,10,0,12,0,12,110,93,13,18,0,12,13,18
1400000US06001422000,"Census Tract 4220, Alameda County, California",2156,187,2008,176,1387,218,234,145,0,12,176,80,0,12,31,29,180,90,0,12,180,90,148,62,76,45,4,9,2,5,0,12,0,12,0,12,66,39,4,9,62,38
1400000US06001422100,"Census Tract 4221, Alameda County, California",3073,304,2431,267,1445,217,394,73,25,29,375,112,0,12,7,12,185,139,0,12,185,139,642,256,139,90,0,12,76,75,0,12,0,12,427,263,0,12,0,12,0,12
1400000US06001422200,"Census Tract 4222, Alameda County, California",3237,253,2708,309,1714,254,171,97,0,12,511,128,0,12,0,12,312,106,0,12,312,106,529,240,311,172,0,12,29,43,0,12,19,41,33,28,137,142,47,70,90,113
1400000US06001422300,"Census Tract 4223, Alameda County, California",3643,372,3322,271,2192,239,105,62,6,9,778,176,0,12,0,12,241,97,0,12,241,97,321,202,144,79,0,12,0,12,0,12,8,13,40,45,129,174,129,174,0,12
1400000US06001422400,"Census Tract 4224, Alameda County, California",4487,387,3871,416,1886,336,56,45,0,12,1691,406,0,12,18,29,220,149,0,12,220,149,616,238,459,219,0,12,0,12,0,12,0,12,134,99,23,36,0,12,23,36
1400000US06001422500,"Census Tract 4225, Alameda County, California",4400,341,3965,334,2083,275,126,77,10,16,1483,220,11,18,0,12,252,82,22,24,230,79,435,141,252,103,0,12,8,14,6,10,11,16,74,36,84,64,46,38,38,41
1400000US06001422600,"Census Tract 4226, Alameda County, California",1043,182,914,174,403,109,32,31,0,12,459,135,0,12,0,12,20,23,10,18,10,14,129,51,79,44,0,12,0,12,0,12,0,12,50,36,0,12,0,12,0,12
1400000US06001422700,"Census Tract 4227, Alameda County, California",5266,504,4394,459,2391,350,126,67,47,32,1536,242,10,15,0,17,284,94,47,31,237,91,872,179,516,159,4,5,0,17,38,32,0,17,260,90,54,51,38,45,16,25
1400000US06001422800,"Census Tract 4228, Alameda County, California",9064,493,7601,495,2580,313,382,225,13,17,4062,447,76,68,0,17,488,116,92,63,396,102,1463,270,724,168,13,18,36,30,30,33,0,17,495,178,165,67,29,25,136,62
1400000US06001422900,"Census Tract 4229, Alameda County, California",5761,714,5458,724,1957,491,691,347,0,17,2421,623,156,139,0,17,233,180,0,17,233,180,303,117,154,107,0,17,0,17,0,17,0,17,118,76,31,56,31,56,0,17
1400000US06001423000,"Census Tract 4230, Alameda County, California",4962,408,4365,386,2649,335,241,212,5,9,1234,362,0,12,0,12,236,136,0,12,236,136,597,287,310,232,99,141,17,25,0,12,0,12,114,92,57,62,26,34,31,51
1400000US06001423100,"Census Tract 4231, Alameda County, California",4413,284,3843,384,2189,320,733,255,0,12,624,175,43,67,0,12,254,127,8,12,246,125,570,264,176,123,0,12,22,35,9,15,0,12,204,201,159,101,88,79,71,67
1400000US06001423200,"Census Tract 4232, Alameda County, California",2982,402,2171,277,912,149,669,231,0,12,217,95,103,116,0,12,270,112,0,12,270,112,811,358,390,211,12,21,18,28,0,12,0,12,233,212,158,167,8,14,150,166
1400000US06001423300,"Census Tract 4233, Alameda County, California",3504,296,3064,328,1556,220,893,232,3,7,333,109,0,12,0,12,279,116,9,15,270,115,440,176,156,72,23,33,19,23,0,12,0,12,89,73,153,145,102,136,51,60
1400000US06001423400,"Census Tract 4234, Alameda County, California",5163,535,4399,516,2548,364,709,301,0,17,629,279,0,17,0,17,513,299,0,17,513,299,764,217,348,193,0,17,0,17,0,17,0,17,254,183,162,113,62,70,100,100
1400000US06001423500,"Census Tract 4235, Alameda County, California",3426,241,2939,272,1628,229,692,256,0,12,459,143,11,11,14,22,135,71,0,12,135,71,487,163,205,101,23,35,9,13,32,47,0,12,98,66,120,64,56,42,64,47
1400000US06001423601,"Census Tract 4236.01, Alameda County, California",2671,227,2438,236,1879,229,138,90,17,25,246,85,0,12,27,43,131,63,0,12,131,63,233,109,103,56,0,12,0,12,9,15,0,12,76,88,45,34,14,21,31,27
1400000US06001423602,"Census Tract 4236.02, Alameda County, California",6528,1059,5957,1037,3087,897,84,68,99,86,2305,457,31,50,0,17,351,183,0,17,351,183,571,261,288,124,0,17,14,40,0,17,0,17,185,171,84,111,65,108,19,31
1400000US06001423700,"Census Tract 4237, Alameda County, California",4148,576,3710,526,2547,392,95,84,6,8,824,236,22,34,0,12,216,89,2,4,214,88,438,126,315,112,0,12,23,36,13,24,0,12,71,37,16,14,13,14,3,3
1400000US06001423800,"Census Tract 4238, Alameda County, California",2986,222,2796,224,2372,181,71,67,0,12,211,86,0,12,9,14,133,95,0,12,133,95,190,87,190,87,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1400000US06001423901,"Census Tract 4239.01, Alameda County, California",2054,245,1768,223,1289,230,219,124,7,12,187,76,0,12,17,28,49,35,0,12,49,35,286,94,135,67,11,12,12,13,0,12,0,12,39,42,89,53,44,35,45,34
1400000US06001423902,"Census Tract 4239.02, Alameda County, California",1605,126,1509,125,1135,120,47,25,0,12,248,93,0,12,2,5,77,47,6,9,71,47,96,47,37,20,9,11,0,12,0,12,0,12,14,17,36,36,0,12,36,36
1400000US06001424001,"Census Tract 4240.01, Alameda County, California",4027,320,3371,328,1886,231,892,177,13,25,336,138,12,17,65,59,167,74,38,42,129,54,656,155,113,81,21,34,12,18,10,15,0,12,443,134,57,49,37,34,20,34
1400000US06001424002,"Census Tract 4240.02, Alameda County, California",2583,309,1997,212,707,131,868,186,14,19,267,104,0,12,5,7,136,60,0,12,136,60,586,211,91,65,19,31,7,11,5,8,0,12,404,223,60,40,22,20,38,35
1400000US06001425101,"Census Tract 4251.01, Alameda County, California",1659,144,1562,169,969,160,58,45,5,8,419,150,8,13,0,12,103,67,41,53,62,40,97,54,87,54,0,12,0,12,0,12,0,12,0,12,10,15,10,15,0,12
1400000US06001425102,"Census Tract 4251.02, Alameda County, California",3906,256,3555,271,1329,271,325,164,8,11,1594,321,38,45,32,41,229,107,7,11,222,105,351,127,156,81,10,15,22,24,7,14,0,12,134,91,22,23,0,12,22,23
1400000US06001425103,"Census Tract 4251.03, Alameda County, California",2795,195,2586,191,1219,250,428,121,2,5,736,203,0,12,0,12,201,106,0,12,201,106,209,97,137,68,31,37,0,12,28,37,0,12,0,12,13,19,13,19,0,12
1400000US06001425104,"Census Tract 4251.04, Alameda County, California",3539,266,3057,301,1277,205,941,219,0,12,639,146,14,20,15,24,171,95,5,8,166,94,482,214,136,102,0,12,23,38,0,12,0,12,189,137,134,107,78,94,56,58
1400000US06001426100,"Census Tract 4261, Alameda County, California",6521,213,6387,261,4783,307,45,63,0,17,1298,197,0,17,0,17,261,161,0,17,261,161,134,129,134,129,0,17,0,17,0,17,0,17,0,17,0,17,0,17,0,17
1400000US06001426200,"Census Tract 4262, Alameda County, California",4796,209,4460,235,3242,237,110,94,4,7,722,129,7,12,10,17,365,154,0,12,365,154,336,149,271,133,0,12,0,12,0,12,0,12,9,14,56,68,13,23,43,64
1400000US06001427100,"Census Tract 4271, Alameda County, California",3975,301,3335,217,2550,207,55,37,19,23,567,110,8,13,44,46,92,75,0,12,92,75,640,238,265,109,0,12,0,12,76,71,0,12,220,202,79,80,52,61,27,42
1400000US06001427200,"Census Tract 4272, Alameda County, California",4180,349,3478,351,1674,252,122,90,12,16,1482,305,19,29,6,9,163,76,0,12,163,76,702,233,367,208,0,12,10,16,8,13,0,12,201,121,116,80,21,23,95,73
1400000US06001427300,"Census Tract 4273, Alameda County, California",5346,278,4765,268,1996,169,386,85,22,26,2008,280,39,44,22,35,292,97,31,33,261,99,581,199,315,124,0,17,0,17,13,20,0,17,160,139,93,57,42,36,51,49
1400000US06001427600,"Census Tract 4276, Alameda County, California",5200,444,4666,480,1483,236,975,395,4,7,1790,282,55,60,27,40,332,177,14,22,318,175,534,252,178,100,0,17,0,17,23,25,0,17,318,219,15,18,10,15,5,9
1400000US06001427700,"Census Tract 4277, Alameda County, California",5201,352,4280,354,2520,385,491,305,2,5,930,324,0,17,20,31,317,257,17,28,300,256,921,298,329,131,1,5,0,17,0,17,0,17,447,231,144,128,124,122,20,32
1400000US06001427800,"Census Tract 4278, Alameda County, California",4954,514,4465,533,2669,433,236,162,6,9,1075,345,0,12,24,38,455,188,0,12,455,188,489,208,143,100,0,12,0,12,0,12,0,12,209,129,137,116,63,89,74,73
1400000US06001427900,"Census Tract 4279, Alameda County, California",5052,382,4332,360,2432,335,232,165,34,47,1432,301,0,17,0,17,202,150,50,83,152,101,720,290,341,183,52,105,0,17,0,17,0,17,200,198,127,156,18,28,109,154
1400000US06001428000,"Census Tract 4280, Alameda County, California",2877,230,2204,208,1044,175,153,81,3,8,781,197,0,12,0,12,223,97,0,12,223,97,673,136,152,126,40,50,0,12,0,12,0,12,469,207,12,14,7,12,5,9
1400000US06001428100,"Census Tract 4281, Alameda County, California",4839,272,4279,242,2553,217,315,197,0,12,1052,190,30,28,80,59,249,113,0,12,249,113,560,123,331,140,2,5,0,12,19,26,0,12,95,53,113,55,51,45,62,45
1400000US06001428200,"Census Tract 4282, Alameda County, California",6606,353,5759,341,3421,394,414,262,0,17,1395,304,30,34,0,17,499,305,0,17,499,305,847,152,446,242,0,17,0,17,0,17,0,17,312,186,89,87,0,17,89,87
1400000US06001428301,"Census Tract 4283.01, Alameda County, California",7277,411,6506,446,2304,267,338,252,22,35,3167,377,60,90,21,31,594,203,0,17,594,203,771,253,304,163,0,17,0,17,180,163,0,17,191,207,96,78,50,52,46,69
1400000US06001428302,"Census Tract 4283.02, Alameda County, California",7424,481,6945,473,3095,512,194,144,0,17,3185,396,0,17,41,51,430,231,0,17,430,231,479,73,199,123,0,17,0,17,0,17,0,17,197,167,83,99,0,17,83,99
1400000US06001428400,"Census Tract 4284, Alameda County, California",4568,318,3766,307,1814,255,491,271,21,20,1130,249,28,29,12,21,270,119,0,12,270,119,802,204,399,135,28,44,106,133,0,12,0,12,95,50,174,70,161,68,13,22
1400000US06001428500,"Census Tract 4285, Alameda County, California",3097,282,2700,285,1274,236,246,152,31,39,854,206,0,12,51,56,244,149,0,12,244,149,397,193,109,73,0,12,0,12,0,12,0,12,187,135,101,71,22,31,79,72
1400000US06001428600,"Census Tract 4286, Alameda County, California",3454,250,3246,266,1484,193,254,146,9,18,1182,162,0,12,11,17,306,170,0,12,306,170,208,98,87,73,0,12,47,47,5,12,0,12,15,22,54,60,43,58,11,16
1400000US06001428700,"Census Tract 4287, Alameda County, California",4472,335,3745,369,1226,189,752,222,19,30,1461,282,0,12,10,16,277,140,16,20,261,143,727,202,378,146,0,12,0,12,0,12,0,12,297,159,52,59,20,31,32,50
1400000US06001430101,"Census Tract 4301.01, Alameda County, California",6842,509,6201,492,1981,324,441,490,10,17,3401,342,81,106,0,17,287,230,0,17,287,230,641,400,193,130,0,17,0,17,0,17,0,17,110,149,338,363,17,27,321,362
1400000US06001430102,"Census Tract 4301.02, Alameda County, California",2424,209,2126,213,1402,149,41,34,0,12,469,100,17,18,20,30,177,129,6,9,171,130,298,105,202,97,0,12,5,7,0,12,0,12,59,45,32,24,14,16,18,19
